track_id,frame_idx,cx,cy,vx,vy,cov_x,cov_y,cov_vx,cov_vy,bbox_w,bbox_h,age,time_since_update
1,59,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,60,0
1,60,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,61,0
1,61,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,62,0
1,62,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,63,0
1,63,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,64,0
1,64,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,65,0
1,65,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,66,0
1,66,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,67,0
1,67,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,68,0
1,68,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,69,0
1,69,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,70,0
1,70,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,71,0
1,71,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,72,0
1,72,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,73,0
1,73,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,74,0
1,74,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,75,0
1,75,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,76,0
1,76,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,77,0
1,77,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,78,0
1,78,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,79,0
1,79,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,80,0
1,80,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,81,0
1,81,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,82,0
1,82,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,83,0
1,83,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,84,0
1,84,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,85,0
1,85,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,86,0
1,86,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,87,0
1,87,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,88,0
1,88,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,89,0
1,89,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,90,0
1,90,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,91,0
1,91,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,92,0
1,92,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,93,0
1,93,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,94,0
1,94,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,95,0
1,95,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,96,0
1,96,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,97,0
1,97,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,98,0
1,98,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,99,0
1,99,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,100,0
1,100,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,101,0
1,101,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,102,0
1,102,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,103,0
1,103,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,104,0
1,104,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,105,0
1,105,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,106,0
1,106,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,107,0
1,107,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,108,0
1,108,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,109,0
1,109,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,110,0
1,110,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,111,0
1,111,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,112,0
1,112,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,113,0
1,113,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,114,0
1,114,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,115,0
1,115,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,116,0
1,116,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,117,0
1,117,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,118,0
1,118,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,119,0
1,119,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,120,0
1,120,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,121,0
1,121,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,122,0
1,122,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,123,0
1,123,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,124,0
1,124,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,125,0
1,125,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,126,0
1,126,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,127,0
1,127,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,128,0
1,128,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,129,0
1,129,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,130,0
1,130,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,131,0
1,131,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,132,0
1,132,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,133,0
1,133,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,134,0
1,134,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,135,0
1,135,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,136,0
1,136,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,137,0
1,137,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,138,0
1,138,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,139,0
1,139,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,140,0
1,140,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,141,0
1,141,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,142,0
1,142,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,143,0
1,143,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,144,0
1,144,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,145,0
1,145,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,146,0
1,146,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,147,0
1,147,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,148,0
1,148,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,149,0
1,149,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,150,0
1,150,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,151,0
1,151,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,152,0
1,152,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,153,0
1,153,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,154,0
1,154,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,155,0
1,155,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,156,0
1,156,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,157,0
1,157,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,158,0
1,158,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,159,0
1,159,750.5,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,37.0,160,0
1,160,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,161,0
1,161,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,162,0
1,162,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,163,0
1,163,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,164,0
1,164,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,165,0
1,165,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,166,0
1,166,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,167,0
1,167,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,168,0
1,168,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,169,0
1,169,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,170,0
1,170,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,171,0
1,171,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,172,0
1,172,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,173,0
1,173,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,174,0
1,174,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,175,0
1,175,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,176,0
1,176,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,177,0
1,177,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,178,0
1,178,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,179,0
1,179,751.0,33.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,20.0,37.0,180,0
1,180,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,181,0
1,181,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,182,0
1,182,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,183,0
1,183,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,184,0
1,184,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,185,0
1,185,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,186,0
1,186,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,187,0
1,187,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,188,0
1,188,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,189,0
1,189,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,190,0
1,190,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,191,0
1,191,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,192,0
1,192,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,193,0
1,193,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,194,0
1,194,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,195,0
1,195,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,196,0
1,196,750.5,33.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,21.0,36.0,197,0
2,1,442.5,65.5,0.0000,0.0000,0.039874,0.039831,1.000000,0.000000,11.0,29.0,2,0
2,2,443.0,64.5,0.0000,0.0000,0.039231,0.038518,1.000000,0.000000,10.0,29.0,3,0
2,3,443.0,63.1,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,4,0
2,4,443.0,61.1,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,5,0
2,5,443.0,58.1,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,6,0
2,6,443.0,54.6,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,7,0
2,7,442.5,51.1,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,9.0,30.0,8,0
2,8,443.0,49.1,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,9,0
2,9,442.5,49.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,9.0,30.0,10,0
2,10,442.5,49.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,9.0,30.0,11,0
2,11,443.0,49.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,12,0
2,12,443.0,49.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,13,0
2,13,443.0,49.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,31.0,14,0
2,14,443.0,49.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,31.0,15,0
2,15,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,16,0
2,16,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,17,0
2,17,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,31.0,18,0
2,18,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,31.0,19,0
2,19,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,31.0,20,0
2,20,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,21,0
2,21,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,22,0
2,22,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,23,0
2,23,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,24,0
2,24,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,25,0
2,25,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,26,0
2,26,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,27,0
2,27,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,28,0
2,28,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,29,0
2,29,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,30,0
2,30,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,31,0
2,31,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,32,0
2,32,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,33,0
2,33,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,34,0
2,34,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,35,0
2,35,443.0,50.0,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,30.0,36,0
2,36,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,37,0
2,37,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,38,0
2,38,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,39,0
2,39,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,40,0
2,40,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,41,0
2,41,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,42,0
2,42,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,43,0
2,43,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,44,0
2,44,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,45,0
2,45,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,46,0
2,46,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,47,0
2,47,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,48,0
2,48,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,49,0
2,49,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,50,0
2,50,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,51,0
2,51,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,52,0
2,52,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,53,0
2,53,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,54,0
2,54,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,55,0
2,55,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,56,0
2,56,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,57,0
2,57,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,58,0
2,58,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,59,0
2,59,443.0,50.5,0.0000,0.0000,0.039230,0.038516,1.000000,0.000000,10.0,29.0,60,0
